City,Temperature_C,Population_Density,Green_Cover_%,Industrial_Activity_Level,Vehicular_Emissions_Index,Humidity_%,Land_Surface_Temperature_C,Nighttime_Temperature_C,UHI_Effect_Severity
Chennai,28.74,8845,18.1,Low,266.29,87.41,35.93,26.76,Low
Chennai,27.34,18496,34.7,Low,124.07,40.49,29.69,25.8,Low
Mumbai,42.9,11301,10.7,Medium,223.62,69.39,50.62,40.04,High
Bangalore,31.94,16885,14.48,Medium,255.06,83.3,35.07,28.97,Low
Delhi,40.68,21482,6.52,Medium,275.35,72.66,48.56,38.23,High
Bangalore,34.23,7288,17.75,Low,76.57,80.04,37.28,32.59,Medium
Mumbai,34.19,25681,18.3,Medium,273.25,84.75,38.86,33.1,Medium
Chennai,37.19,12796,33.18,Low,99.31,77.55,41.04,35.4,Medium
Chennai,30.58,12263,27.86,Medium,234.23,75.85,35.18,28.21,Low
Mumbai,35.66,17777,20.29,Medium,232.21,88.24,39.17,32.3,Medium
Delhi,33.09,13770,27.82,Medium,52.13,83.18,40.88,29.53,Medium
Chennai,28.4,25343,6.85,High,105.16,80.77,32.23,26.16,Low
Pune,36.69,12385,11.31,High,172.98,44.32,42.61,33.3,Medium
Chennai,33.68,19862,26.94,High,155.01,51.95,36.51,29.7,Medium
Pune,34.21,13464,27.45,High,279.64,67.84,41.16,31.07,Medium
Mumbai,28.95,26722,32.09,Medium,139.94,75.48,34.2,25.76,Low
Mumbai,42.96,9881,19.1,High,284.25,55.16,50.83,39.23,High
Chennai,39.38,25338,30.29,High,164.86,44.67,43.92,37.37,High
Bangalore,39.82,21018,28.94,Medium,291.09,55.55,42.99,38.79,High
Pune,33.47,20691,38.72,Low,234.34,78.55,37.55,29.51,Medium
Delhi,26.35,25311,12.53,Low,257.33,83.87,32.78,23.88,Low
Chennai,44.76,14367,24.31,High,76.22,85.65,50.72,41.41,High
Delhi,34.69,26295,26.06,Medium,196.54,58.94,41.36,31.26,Medium
Chennai,31.26,5413,39.95,High,85.68,58.63,33.7,29.06,Low
Bangalore,37.08,22934,12.04,Medium,124.41,60.34,42.57,34.46,Medium
Bangalore,40.84,25910,23.31,Medium,205.89,58.79,48.43,38.22,High
Bangalore,34.88,19714,17.12,Medium,231.56,73.31,37.53,33.22,Medium
Bangalore,41.39,12141,23.41,High,59.8,57.92,43.96,40.04,High
Mumbai,40.41,18182,13.12,Low,182.74,41.02,46.71,37.78,High
Mumbai,29.62,27955,6.67,High,191.33,61.95,33.51,28.26,Low
Pune,31.63,21225,25.04,Medium,69.71,51.21,37.58,29.59,Low
Delhi,39.79,6946,16.75,Medium,175.17,41.44,45.06,38.23,High
Chennai,21.44,26587,11.37,Medium,228.46,63.54,29.35,18.32,Low
Chennai,34.25,5191,16.34,Low,63.31,50.3,41.59,30.64,Medium
Mumbai,27.85,21424,6.72,Low,240.07,62.64,33.91,25.11,Low
Chennai,32.62,19175,38.27,Medium,194.11,53.89,36.19,30.39,Low
Mumbai,33.51,15051,25.34,Low,258.31,70.19,37.08,29.52,Medium
Pune,33.21,10892,33.52,Low,104.52,89.54,40.5,32.15,Medium
Delhi,32.24,8449,19.81,High,258.32,67.36,37.75,30.33,Low
Pune,29.51,13327,36.62,Medium,73.64,72.34,36.25,27.68,Low
Bangalore,46.46,10909,21.92,Medium,150.96,85.96,51.16,44.39,High
Bangalore,44.34,17393,25.09,Low,99.87,58.7,46.96,42.65,High
Bangalore,29.19,6941,22.21,High,269.01,48.33,33.19,27.4,Low
Pune,42.91,9221,30.66,High,226.23,54.14,45.88,41.14,High
Chennai,33.0,28908,24.83,Medium,56.34,60.14,39.69,30.49,Medium
Delhi,35.65,11543,14.51,High,52.38,72.25,41.85,33.47,Medium
Bangalore,34.68,27606,10.09,High,122.81,40.23,37.21,31.77,Medium
Bangalore,31.7,29964,26.21,Medium,85.82,82.67,37.43,29.16,Low
Bangalore,39.92,22942,22.12,Medium,207.58,43.8,47.16,38.37,High
Delhi,35.63,19012,8.36,Low,215.95,85.03,41.81,32.2,Medium
Bangalore,32.62,7121,18.85,Low,285.49,87.47,37.68,30.2,Low
Delhi,28.48,22412,23.02,Low,288.01,89.51,32.35,27.02,Low
Bangalore,30.53,16726,33.94,Low,214.72,80.48,37.85,29.03,Low
Pune,26.79,29657,7.66,Low,51.42,47.09,31.33,23.4,Low
Pune,35.06,10656,17.2,High,139.75,75.31,42.19,31.95,Medium
Delhi,29.02,13967,33.79,Low,178.29,50.17,35.71,26.5,Low
Pune,33.67,24422,27.69,High,174.79,84.86,40.57,31.75,Medium
Delhi,41.85,20764,15.15,Medium,200.84,55.83,49.79,39.47,High
Pune,41.0,20873,34.59,Low,290.14,56.34,47.49,38.09,High
Pune,34.84,16079,22.27,Medium,271.3,85.88,37.04,31.2,Medium
Delhi,34.56,23262,22.44,Low,77.23,40.66,37.8,31.9,Medium
Chennai,44.4,7271,39.18,High,116.5,49.7,46.61,42.57,High
Pune,37.6,6607,38.15,High,258.28,61.1,40.74,36.48,Medium
Bangalore,33.36,24523,17.55,Low,256.08,75.04,35.73,31.83,Medium
Chennai,27.87,20679,9.92,High,118.84,72.38,32.88,24.92,Low
Delhi,36.97,21989,16.4,Medium,232.65,73.47,39.14,35.49,Medium
Chennai,39.15,26119,6.07,Low,218.01,84.0,43.98,36.7,High
Mumbai,31.84,8665,5.73,Medium,168.38,46.05,39.23,28.74,Low
Mumbai,36.46,21308,18.84,Medium,100.36,66.11,42.95,34.53,Medium
Pune,33.18,10852,37.94,Low,272.16,76.27,40.85,30.17,Medium
Pune,34.08,10462,35.5,Medium,219.46,71.81,37.44,31.34,Medium
Bangalore,22.56,23528,22.9,Low,92.25,62.42,27.75,20.24,Low
Chennai,33.89,9270,24.78,Medium,226.2,40.86,37.8,30.2,Medium
Mumbai,39.85,20697,5.21,Low,235.36,43.02,44.81,36.77,High
Pune,31.84,29491,12.54,High,271.72,45.95,37.19,29.76,Low
Chennai,35.26,22760,5.87,Medium,105.71,57.16,37.48,31.85,Medium
Pune,31.22,8462,31.41,Low,297.19,45.88,34.62,28.01,Low
Pune,36.8,20474,10.1,Medium,88.35,61.3,43.03,33.43,Medium
Mumbai,33.92,5347,35.42,Low,200.17,48.93,40.55,30.99,Medium
Mumbai,30.3,21384,27.52,Medium,214.29,78.96,35.72,28.17,Low
Pune,41.66,5062,13.03,Low,154.74,83.57,45.29,39.62,High
Delhi,39.64,6783,10.52,High,168.76,59.48,44.08,36.68,High
Pune,31.98,13417,26.97,High,272.73,65.57,34.55,30.58,Low
Pune,37.49,11566,36.53,Medium,211.32,87.67,45.21,34.03,Medium
Bangalore,37.69,22426,30.14,Low,174.25,66.78,44.9,35.58,Medium
Bangalore,38.21,15872,17.2,Medium,82.09,89.75,40.61,35.32,High
Bangalore,26.53,20318,25.56,Medium,51.83,47.11,29.53,24.03,Low
Delhi,40.03,6234,15.88,Medium,81.24,83.11,45.52,37.48,High
Delhi,32.15,6984,39.97,Medium,289.05,64.86,35.55,28.94,Low
Pune,33.21,22978,31.21,Medium,241.02,41.14,40.82,30.33,Medium
Bangalore,48.19,27641,26.5,Medium,291.78,88.61,54.72,46.44,High
Delhi,36.51,6952,19.81,High,58.93,88.25,40.15,35.29,Medium
Mumbai,33.07,23079,26.64,Low,220.06,59.16,35.1,29.55,Medium
Pune,23.97,22338,16.96,Medium,61.07,87.71,30.77,20.32,Low
Chennai,41.95,8291,6.01,Medium,245.51,47.05,46.49,40.46,High
Pune,28.27,13548,18.83,Low,145.24,74.01,34.13,26.35,Low
Chennai,29.98,19504,37.57,Medium,73.94,49.6,33.7,28.14,Low
Bangalore,33.34,16787,26.92,High,192.01,52.33,36.2,29.53,Medium
Chennai,42.08,5968,7.94,Medium,120.03,78.97,48.13,40.47,High
Bangalore,38.87,21625,35.97,Low,214.89,58.87,43.57,37.37,High
Mumbai,34.21,9234,14.41,Low,214.54,40.36,37.62,32.67,Medium
Chennai,36.54,13338,13.53,Medium,226.25,60.71,39.37,33.35,Medium
Pune,32.0,12349,15.4,Low,298.12,51.4,37.48,28.33,Low
Bangalore,35.7,18368,25.2,High,146.67,74.17,42.05,33.52,Medium
Pune,35.37,26545,24.06,Medium,166.33,49.72,39.07,33.96,Medium
Delhi,39.84,20201,22.2,Low,251.15,82.11,46.25,37.09,High
Bangalore,39.84,21070,30.11,High,194.59,53.35,42.93,38.21,High
Chennai,37.47,13734,16.08,Medium,59.31,59.65,41.5,36.28,Medium
Bangalore,33.19,13883,32.37,Low,260.77,54.9,39.66,29.53,Medium
Pune,38.71,6025,11.14,Medium,62.87,72.2,44.67,35.1,High
Mumbai,34.54,17197,32.39,Low,92.71,45.06,38.16,30.61,Medium
Bangalore,29.59,8359,28.23,High,75.52,63.9,32.32,27.17,Low
Chennai,32.98,10257,28.91,Medium,69.48,56.72,35.24,31.1,Low
Delhi,35.42,27120,21.85,High,56.42,84.21,42.45,32.11,Medium
Mumbai,39.55,29063,28.35,Medium,63.76,43.67,42.0,38.01,High
Delhi,34.08,7951,7.79,High,160.61,81.48,36.77,32.35,Medium
Bangalore,28.95,12389,34.8,Low,113.21,48.38,32.38,27.19,Low
Pune,35.28,19666,6.94,High,81.63,44.43,39.96,31.43,Medium
Pune,35.57,19952,10.21,High,214.68,50.12,42.31,32.38,Medium
Chennai,35.93,23939,25.19,Medium,106.53,45.13,39.41,34.53,Medium
Pune,39.6,19227,30.88,Medium,54.74,66.05,44.86,38.32,High
Mumbai,40.09,22534,7.67,Medium,154.6,89.41,42.64,36.57,High
Pune,32.03,20624,37.23,High,127.61,41.72,36.82,28.62,Low
Chennai,31.92,6735,39.08,Medium,129.65,63.06,34.99,28.91,Low
Bangalore,29.8,29315,26.21,Medium,161.32,59.3,33.07,28.21,Low
Bangalore,38.49,22422,21.84,High,217.23,56.98,42.7,36.05,High
Pune,42.24,11369,30.95,Medium,204.12,56.59,48.81,39.44,High
Delhi,33.42,12127,16.49,Medium,284.32,84.75,39.89,29.63,Medium
Bangalore,33.79,7912,22.26,High,179.43,40.95,38.28,32.28,Medium
Pune,42.33,20464,37.07,Low,168.14,78.75,45.05,39.79,High
Chennai,37.53,26224,38.45,Medium,103.35,52.65,41.21,36.05,Medium
Pune,37.18,17606,37.45,Low,238.85,59.16,42.21,34.85,Medium
Bangalore,29.05,6242,14.19,Low,85.19,61.01,36.26,27.45,Low
Chennai,38.39,20636,13.14,Medium,172.78,55.24,46.2,34.89,High
Pune,30.35,15108,15.42,Medium,155.33,44.68,36.18,28.59,Low
Mumbai,29.33,13098,20.45,Medium,214.58,45.72,33.43,27.08,Low
Chennai,33.27,8412,16.0,Medium,279.41,54.91,39.43,31.04,Medium
Mumbai,32.07,23883,18.1,Medium,286.65,81.09,36.09,28.47,Low
Delhi,33.89,16632,26.72,Low,91.95,46.73,39.64,30.62,Medium
Chennai,27.8,18231,31.69,Medium,115.45,77.13,31.26,26.62,Low
Mumbai,39.79,20183,30.74,Medium,252.91,54.44,43.4,38.59,High
Bangalore,40.64,12160,33.5,Medium,179.57,84.17,43.09,37.98,High
Bangalore,25.26,27494,6.13,Medium,163.26,61.42,29.78,22.98,Low
Delhi,39.89,24929,6.67,High,227.66,48.59,45.6,38.07,High
Chennai,30.95,22597,32.63,Medium,200.48,89.29,37.68,27.57,Low
Chennai,39.28,16123,23.66,Low,292.68,48.83,46.15,37.9,High
Chennai,34.66,21802,25.23,High,195.99,68.38,42.61,30.74,Medium
Delhi,35.14,9960,6.84,High,166.49,68.46,37.67,34.07,Medium
Chennai,34.07,5788,13.94,Medium,185.7,58.64,39.03,32.72,Medium
Bangalore,41.06,23255,27.34,High,252.13,87.57,46.19,39.13,High
Mumbai,28.8,18350,35.07,Medium,203.17,82.19,35.63,26.27,Low
Bangalore,38.04,23409,37.09,Medium,211.76,81.49,41.64,36.39,High
Bangalore,40.51,27648,22.51,Medium,292.86,88.71,42.92,37.3,High
Mumbai,38.58,7446,24.09,Medium,204.6,62.86,42.46,36.51,High
Bangalore,46.62,28813,34.16,Low,145.07,44.86,54.53,45.51,High
Delhi,32.36,26207,23.82,Low,222.83,78.27,39.75,28.72,Low
Mumbai,39.79,21183,23.09,Low,214.86,59.04,44.16,35.95,High
Bangalore,34.47,13752,36.68,Low,53.46,49.52,41.73,31.61,Medium
Pune,41.17,24035,32.65,Medium,166.83,64.16,43.36,37.75,High
Bangalore,34.96,18440,36.82,Medium,235.73,86.29,38.85,33.6,Medium
Delhi,33.06,17096,12.64,Low,174.76,48.57,39.42,31.25,Medium
Chennai,41.53,21923,23.35,High,244.91,82.43,44.86,39.55,High
Bangalore,32.54,11499,34.49,Low,162.72,60.91,35.73,28.66,Low
Chennai,27.94,26139,8.89,Medium,295.83,46.84,35.11,25.4,Low
Pune,32.42,19767,32.81,Low,123.22,82.42,38.11,31.39,Low
Bangalore,38.1,27343,11.4,Low,73.03,88.48,46.03,35.95,High
Mumbai,41.96,24673,33.28,Low,157.5,54.56,44.77,40.94,High
Chennai,35.56,26930,26.42,Medium,185.43,55.18,39.69,33.84,Medium
Pune,41.59,16337,11.76,Medium,137.27,59.53,45.46,39.23,High
Mumbai,28.21,20819,21.57,Low,110.57,80.71,35.49,26.24,Low
Mumbai,32.78,20784,28.87,Medium,218.01,40.52,36.32,31.69,Low
Mumbai,33.56,24142,27.18,Low,144.28,51.2,37.68,32.21,Medium
Mumbai,34.43,10311,19.95,High,207.84,75.29,37.28,31.77,Medium
Bangalore,35.42,16452,36.48,Medium,244.77,60.28,42.07,32.33,Medium
Bangalore,38.45,25491,23.17,Low,240.25,56.51,41.88,36.24,High
Bangalore,32.78,19574,22.71,Medium,143.83,83.61,35.19,29.58,Low
Pune,35.7,23279,7.18,High,191.97,85.87,40.31,34.21,Medium
Pune,34.77,20952,37.27,Medium,162.41,87.4,39.12,33.41,Medium
Pune,30.37,7500,11.2,Medium,267.7,53.63,33.44,26.85,Low
Delhi,34.43,19718,23.49,Medium,269.69,85.63,37.23,32.41,Medium
Pune,34.28,7829,33.12,Medium,135.94,76.85,41.66,31.98,Medium
Bangalore,34.17,5047,12.54,High,72.93,47.71,36.58,30.33,Medium
Bangalore,35.16,7364,23.46,High,91.9,70.51,37.75,32.89,Medium
Delhi,35.38,27050,13.42,Medium,141.75,41.32,38.85,34.37,Medium
Delhi,32.84,17864,31.59,Medium,191.06,75.42,40.56,29.02,Low
Pune,41.36,27842,24.75,Medium,214.2,76.68,43.88,40.32,High
Chennai,29.15,13177,34.96,Medium,132.84,79.47,36.05,26.17,Low
Delhi,31.4,18347,36.31,High,216.87,48.63,38.75,29.43,Low
Mumbai,48.9,29014,27.71,Medium,284.43,71.41,53.17,46.49,High
Bangalore,29.81,12931,30.39,Medium,213.0,48.94,33.57,27.17,Low
Mumbai,28.23,28442,24.22,Low,89.64,87.33,34.3,26.01,Low
Bangalore,38.67,24186,18.46,Medium,194.92,73.75,44.89,35.35,High
Bangalore,24.61,17841,27.68,High,185.47,44.77,31.29,20.82,Low
Delhi,33.82,16844,36.79,Medium,267.68,49.35,40.81,32.56,Medium
Delhi,45.73,13594,19.58,Low,137.58,73.17,49.34,42.33,High
Mumbai,27.28,18418,16.0,Low,155.74,63.83,33.4,25.89,Low
Bangalore,25.09,7086,18.6,Medium,199.66,76.81,27.9,23.85,Low
Mumbai,27.5,28108,20.24,High,181.11,54.04,32.57,23.64,Low
Chennai,39.49,15419,7.57,High,229.75,72.9,45.17,37.02,High
Mumbai,40.62,27539,22.45,High,60.1,48.85,43.59,39.17,High
Pune,32.44,16602,22.3,Medium,190.88,67.19,34.9,29.73,Low
Mumbai,38.42,16182,25.6,Medium,80.42,87.89,41.58,36.63,High
Pune,41.95,17835,17.7,Medium,128.8,71.41,46.47,39.56,High
Pune,43.94,22533,26.46,Medium,215.41,42.5,51.26,41.06,High
Pune,33.77,21446,35.74,Medium,89.35,89.44,38.96,30.16,Medium
Chennai,23.49,8153,38.44,Medium,127.21,47.84,29.98,22.48,Low
Mumbai,30.9,14200,25.43,Medium,225.75,75.9,33.94,29.25,Low
Mumbai,32.87,27322,6.49,Low,212.7,66.63,35.5,31.58,Low
Chennai,33.71,15223,38.92,Low,72.76,54.72,37.14,32.41,Medium
Bangalore,34.06,15273,29.71,High,194.32,48.87,37.94,30.22,Medium
Delhi,40.59,5751,16.76,High,86.81,48.89,45.88,36.79,High
Mumbai,41.37,29160,10.15,Medium,113.07,82.92,48.66,38.12,High
Delhi,34.14,13849,10.02,Low,164.8,83.65,38.7,31.21,Medium
Chennai,40.49,22084,10.87,High,77.34,63.26,45.61,36.95,High
Bangalore,36.79,21220,6.6,Medium,298.41,45.18,38.82,35.61,Medium
Bangalore,35.32,15348,36.58,Medium,91.34,84.21,37.52,33.96,Medium
Bangalore,39.53,22924,23.93,Medium,245.33,64.35,42.04,37.58,High
Chennai,35.36,24416,29.5,Medium,257.46,61.94,41.56,31.86,Medium
Pune,45.29,11167,33.98,Medium,298.62,60.37,50.21,42.87,High
Pune,27.81,11364,32.7,High,157.16,58.25,30.97,25.3,Low
Delhi,32.42,6983,35.89,Low,268.52,66.3,37.98,30.74,Low
Pune,34.37,29890,38.85,Low,289.38,70.23,39.64,31.42,Medium
Pune,37.2,19629,20.37,Low,93.22,63.32,39.73,33.53,Medium
Bangalore,41.34,21288,38.26,Medium,169.86,84.83,47.18,39.35,High
Bangalore,34.88,16273,30.32,Low,65.0,55.88,41.48,32.02,Medium
Delhi,27.89,27180,7.47,Low,205.18,68.92,31.61,25.89,Low
Mumbai,39.21,12648,28.86,Low,195.35,55.0,45.34,35.83,High
Delhi,38.77,12894,29.04,Low,101.03,77.67,41.97,36.35,High
Delhi,25.29,18305,36.71,Medium,249.48,45.11,31.83,23.27,Low
Chennai,34.98,17925,18.05,Low,59.32,49.43,42.45,32.72,Medium
Chennai,27.05,23698,25.47,Medium,251.56,80.06,31.7,25.78,Low
Delhi,31.68,29343,5.43,Medium,56.66,49.16,35.14,28.08,Low
Delhi,30.49,15327,16.62,Low,214.21,71.29,34.88,26.61,Low
Delhi,39.05,23033,7.18,Medium,69.69,88.51,42.55,36.61,High
Pune,35.58,29084,23.27,High,112.81,66.14,37.59,33.92,Medium
Chennai,28.57,16411,33.61,High,230.48,49.37,34.47,25.58,Low
Delhi,39.4,11900,12.23,Low,120.1,56.03,41.66,37.04,High
Bangalore,27.83,21137,23.46,Medium,177.79,81.17,31.09,26.07,Low
Bangalore,36.65,8800,12.14,Medium,278.81,57.58,42.99,35.54,Medium
Pune,30.93,7478,9.22,Low,62.41,76.18,36.92,27.26,Low
Pune,33.17,14967,22.88,Low,252.77,78.87,35.61,29.78,Medium
Mumbai,37.52,15158,7.77,Medium,66.32,65.06,43.48,34.03,Medium
Mumbai,37.61,12054,25.56,Medium,81.7,79.16,45.19,35.29,Medium
Mumbai,41.68,11059,6.1,Medium,79.83,55.85,44.13,38.43,High
Pune,34.59,14959,8.74,Medium,298.53,65.81,39.08,31.85,Medium
Pune,36.53,17007,24.25,Low,95.05,74.33,42.91,34.41,Medium
Pune,32.81,13433,25.7,Medium,274.19,48.4,38.82,29.28,Low
Bangalore,35.91,11209,6.01,Medium,297.73,53.68,39.27,31.91,Medium
Pune,37.2,12115,25.07,Medium,145.95,72.6,40.18,33.5,Medium
Bangalore,34.51,18068,34.35,High,207.76,72.77,41.21,31.18,Medium
Mumbai,25.98,23640,30.28,Medium,244.77,64.67,33.72,22.74,Low
Mumbai,36.66,8368,9.59,High,148.16,79.78,43.26,33.71,Medium
Mumbai,36.82,28771,25.74,Medium,90.45,64.1,44.6,33.26,Medium
Delhi,31.6,21128,28.53,Medium,158.44,84.07,37.23,29.12,Low
Delhi,28.58,29942,6.3,Medium,242.97,76.8,36.15,27.03,Low
Chennai,42.38,7827,34.94,Medium,245.19,55.73,48.52,39.08,High
Chennai,37.46,20990,36.72,Medium,107.63,59.76,44.91,33.7,Medium
Chennai,33.85,7487,34.77,High,93.74,73.38,36.82,31.83,Medium
Delhi,29.31,24987,33.86,Medium,280.14,84.72,36.21,25.97,Low
Delhi,30.89,24905,31.07,Low,61.0,48.94,34.07,29.07,Low
Chennai,41.51,18347,27.17,Medium,233.68,65.73,43.68,37.69,High
Chennai,35.69,25901,28.75,High,61.61,45.94,40.79,32.64,Medium
Pune,32.25,21277,33.22,Medium,259.48,53.97,36.16,29.54,Low
Chennai,37.55,6643,28.19,Medium,276.35,74.3,39.81,34.21,Medium
Pune,30.93,22596,16.47,Low,124.35,43.89,38.81,27.49,Low
Bangalore,42.5,28729,18.16,Medium,68.48,73.12,48.5,38.83,High
Delhi,41.76,26087,36.4,Low,170.17,85.04,49.17,38.06,High
Chennai,32.67,26818,5.6,Low,124.62,88.47,40.66,31.51,Low
Delhi,31.86,5019,29.46,Medium,154.28,50.83,36.21,30.49,Low
Delhi,21.91,5675,38.42,Medium,216.25,77.44,25.44,18.43,Low
Delhi,27.59,25861,29.72,Medium,102.46,86.32,30.7,23.75,Low
Bangalore,28.3,21992,39.79,High,139.24,44.57,33.39,26.38,Low
Mumbai,35.68,27670,29.06,Low,245.64,60.7,41.31,34.65,Medium
Chennai,33.37,21445,6.2,Medium,210.94,85.97,38.2,31.4,Medium
Mumbai,28.27,14457,33.95,Medium,131.57,50.14,32.6,26.12,Low
Mumbai,33.59,6154,14.96,Low,216.08,86.69,36.6,30.31,Medium
Mumbai,37.53,14820,20.61,Medium,241.33,66.36,42.18,36.38,Medium
Delhi,37.64,14818,15.92,Medium,198.12,44.99,40.15,36.0,Medium
Pune,25.5,8716,14.4,Medium,109.87,62.49,32.69,21.82,Low
Delhi,34.36,10242,20.1,High,50.06,56.31,36.64,32.89,Medium
Delhi,28.08,26943,18.26,Medium,250.71,54.11,32.37,24.81,Low
Mumbai,39.51,10022,27.17,High,255.66,67.07,42.11,37.42,High
Delhi,38.92,27869,33.46,Medium,224.4,64.18,45.57,35.93,High
Mumbai,30.51,22826,15.4,Low,69.15,64.1,34.39,29.29,Low
Pune,31.17,6653,12.48,Medium,196.31,44.41,33.85,29.31,Low
Chennai,32.69,7502,28.34,Low,255.26,80.12,37.88,30.42,Low
Mumbai,23.74,24653,28.46,Medium,147.42,64.07,31.23,20.16,Low
Pune,36.68,21665,36.54,Medium,99.5,81.05,44.13,33.99,Medium
Chennai,33.64,19086,5.56,Medium,196.91,81.23,37.13,32.5,Medium
Bangalore,39.85,8403,34.86,Low,256.58,55.86,46.17,36.45,High
Mumbai,29.51,6235,23.24,Medium,62.22,40.22,31.69,28.34,Low
Mumbai,31.9,26144,26.75,Low,199.24,85.56,34.7,28.1,Low
Bangalore,27.47,18149,8.2,Medium,210.79,78.03,32.46,25.83,Low
Bangalore,29.98,19396,20.14,Medium,200.59,45.36,33.35,27.51,Low
Mumbai,29.09,28324,12.96,High,212.51,75.09,35.88,27.87,Low
Bangalore,39.98,19430,13.9,Low,207.84,41.0,47.57,37.29,High
Delhi,31.51,22169,22.64,Medium,82.6,41.39,33.53,29.02,Low
Chennai,35.62,18864,33.44,Medium,108.73,66.29,39.02,33.39,Medium
Chennai,33.1,20506,31.03,High,204.75,44.8,37.73,31.99,Medium
Chennai,28.65,16509,25.68,Medium,54.42,88.22,34.03,25.02,Low
Delhi,34.16,8194,23.88,Low,208.69,84.69,41.65,30.75,Medium
Bangalore,38.0,9789,19.96,Medium,216.35,72.49,45.35,35.1,Medium
Pune,28.96,25159,39.04,Medium,109.79,43.19,34.78,26.24,Low
Bangalore,39.05,15638,24.61,Medium,199.53,56.24,42.59,35.96,High
Mumbai,30.75,10350,13.89,High,183.52,58.59,37.45,29.32,Low
Chennai,32.59,5533,13.05,Low,115.17,64.04,35.8,28.79,Low
Bangalore,37.65,29977,26.4,High,165.74,48.45,45.44,35.8,Medium
Pune,31.68,8663,23.3,Low,277.41,68.88,33.72,28.71,Low
Mumbai,35.19,5129,5.27,High,156.65,61.79,40.61,32.37,Medium
Delhi,33.43,17563,34.05,High,207.46,87.36,35.96,30.52,Medium
Delhi,35.65,24343,29.64,Medium,58.84,86.81,40.09,32.01,Medium
Pune,23.1,6858,28.16,Medium,69.45,68.27,28.91,21.21,Low
Mumbai,25.85,20735,7.41,Low,70.33,72.22,31.99,22.6,Low
Chennai,38.08,17342,17.67,Low,244.56,46.89,44.79,35.28,High
Bangalore,40.19,8649,37.74,Low,137.56,51.17,45.75,38.96,High
Mumbai,30.45,15978,35.19,Low,106.9,85.04,33.96,28.21,Low
Delhi,33.78,24481,14.99,Medium,236.83,74.96,41.12,30.27,Medium
Pune,36.47,24896,10.5,Low,92.49,49.47,43.34,34.53,Medium
Pune,38.47,9860,20.72,High,111.62,68.51,41.43,36.02,High
Bangalore,24.86,14412,17.45,Medium,157.73,86.74,31.82,22.4,Low
Pune,30.57,13833,28.88,Medium,132.86,57.26,38.41,27.72,Low
Pune,33.34,19135,38.83,Medium,196.35,49.29,39.16,29.69,Medium
Mumbai,38.52,5723,17.71,Medium,134.46,87.1,42.21,37.0,High
Chennai,47.49,5737,7.18,Low,148.24,63.06,53.13,44.98,High
Bangalore,33.86,18879,36.42,Medium,265.72,60.86,37.92,31.59,Medium
Mumbai,27.97,6299,6.33,Medium,271.13,53.38,34.02,26.08,Low
Chennai,37.01,24864,38.35,Medium,256.93,84.58,42.28,33.25,Medium
Mumbai,41.6,5339,28.26,Low,266.21,82.28,49.18,40.58,High
Mumbai,35.54,5152,37.96,High,192.43,60.15,41.25,34.17,Medium
Pune,30.47,27068,11.99,Low,211.56,41.53,33.75,27.27,Low
Chennai,39.79,14613,6.42,Medium,189.29,62.33,46.14,38.0,High
Bangalore,38.32,18755,22.09,Medium,246.4,49.04,42.12,35.15,High
Bangalore,29.87,20982,20.77,Medium,187.75,47.14,33.5,26.37,Low
Chennai,36.91,24435,16.6,High,77.77,59.65,41.26,35.14,Medium
Pune,39.99,5426,38.52,Medium,252.4,44.95,42.06,38.41,High
Delhi,40.91,28530,33.79,Medium,240.15,87.87,48.72,39.47,High
Mumbai,34.67,29509,28.16,Low,255.08,42.38,39.86,33.07,Medium
Pune,33.21,27731,10.7,High,97.61,60.07,39.85,31.41,Medium
Chennai,41.14,14327,30.7,Medium,117.9,48.14,44.68,37.53,High
Mumbai,28.95,23756,30.45,Low,123.94,74.44,35.43,25.64,Low
Bangalore,37.19,29510,19.88,Medium,177.02,43.94,42.6,36.19,Medium
Delhi,28.15,16521,37.37,Low,83.47,67.34,32.69,24.53,Low
Bangalore,40.33,22333,10.84,Low,146.35,78.66,48.15,39.09,High
Chennai,33.71,29079,14.36,High,95.54,87.5,38.67,30.74,Medium
Mumbai,41.34,6373,7.21,Medium,116.19,74.93,47.29,39.89,High
Chennai,37.46,12082,32.84,Low,226.6,44.97,39.55,36.27,Medium
Mumbai,28.88,14893,26.76,Medium,263.7,44.43,32.69,25.6,Low
Pune,42.12,23866,16.02,High,55.73,76.58,49.46,39.72,High
Delhi,42.76,12593,10.73,Low,191.47,50.77,49.31,39.96,High
Pune,39.41,14495,6.41,Medium,59.01,62.36,44.63,37.14,High
Pune,31.19,21754,10.84,Medium,71.31,88.83,38.59,29.99,Low
Chennai,33.47,12837,20.86,Low,226.27,81.0,38.39,30.25,Medium
Delhi,35.73,16172,13.65,Medium,233.9,82.33,41.13,32.27,Medium
Mumbai,31.48,23680,14.06,Low,253.5,83.04,35.77,30.36,Low
Mumbai,43.46,28418,35.65,Medium,168.56,70.98,49.18,41.33,High
Bangalore,35.72,27708,23.03,High,264.95,77.2,39.64,33.05,Medium
Mumbai,21.48,28526,30.52,Low,91.71,57.95,25.8,18.67,Low
Chennai,36.7,15317,6.25,High,112.43,89.92,44.49,33.96,Medium
Pune,33.26,28412,17.78,Medium,83.63,53.98,35.93,30.18,Medium
Pune,34.63,27863,21.77,Medium,249.38,69.5,37.26,30.72,Medium
