State,Year,Population (millions),Annual Rainfall (mm),Agricultural Land (sq km),Industrial Water Usage (billion liters),Domestic Water Usage (billion liters),Groundwater Level (meters below surface),Reservoir Capacity (%),Total Water Consumption (billion liters),Water Shortage Risk
Tamil Nadu,2012,193.11,2889.0,18551.0,18.41,167.4,5.4,83.4,185.81,No
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Sikkim,2013,93.34,3895.3,23817.9,298.07,1.9,35.5,43.0,299.97,No
Uttarakhand,2005,170.45,891.8,27513.7,181.19,220.89,15.3,90.0,402.08,No
Bihar,2007,17.99,3130.4,55857.9,368.74,152.25,12.1,29.3,520.99,No
Assam,2006,140.47,1865.7,166421.8,247.02,107.72,42.8,35.0,354.74,No
Rajasthan,2001,136.49,2714.5,165225.3,346.9,223.56,1.0,84.2,570.46,No
Himachal Pradesh,2005,182.05,1727.1,102638.0,243.13,61.93,11.0,42.5,305.06,No
Himachal Pradesh,2011,33.47,3133.1,161287.5,56.03,254.14,18.5,32.5,310.17,No
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
Nagaland,2007,51.45,2502.5,75475.6,396.56,210.34,31.7,89.2,606.9,No
Arunachal Pradesh,2008,27.75,2451.8,155913.4,388.83,275.5,9.5,12.1,664.33,No
Assam,2007,36.26,645.7,126678.4,481.94,160.46,40.4,20.6,642.4,Yes
Andhra Pradesh,2009,34.63,2740.8,48667.1,216.3,161.54,27.9,84.0,377.84,No
Meghalaya,2016,220.36,585.3,133802.1,63.78,60.09,3.6,9.8,123.87,No
Jharkhand,2003,98.85,2501.1,94576.6,396.22,246.04,42.0,95.0,642.26,No
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Haryana,2015,216.89,2724.7,122345.3,417.77,109.08,15.7,23.4,526.85,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Uttarakhand,2015,120.9,2895.8,121312.6,410.84,234.43,42.6,68.9,645.27,No
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Goa,2004,18.35,2433.5,39892.7,332.02,72.71,18.3,48.2,404.73,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Uttar Pradesh,2025,19.42,2240.2,157765.9,406.48,151.46,26.6,69.4,557.94,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Andhra Pradesh,2025,223.4,503.9,160385.5,450.91,49.62,33.9,21.1,500.53,Yes
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
Tamil Nadu,2019,22.57,2115.5,116576.4,257.98,134.95,44.2,41.1,392.93,No
Nagaland,2000,220.09,2094.9,87240.7,382.18,259.25,11.2,75.3,641.43,No
Chhattisgarh,2024,139.77,2699.6,144471.5,282.69,262.74,8.3,97.8,545.43,No
Bihar,2001,104.49,2828.1,190382.2,56.54,14.83,37.4,57.9,71.37,No
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Mizoram,2013,141.74,2737.4,101059.0,59.58,52.75,43.2,59.1,112.33,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Meghalaya,2000,166.09,1908.7,187864.7,52.49,39.75,22.2,43.6,92.24,No
West Bengal,2024,70.68,1355.7,113375.1,167.57,281.72,30.5,17.4,449.29,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Mizoram,2016,161.45,1035.8,127768.8,429.13,74.41,41.1,31.4,503.54,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Andhra Pradesh,2002,220.22,3320.0,91579.5,123.17,270.4,29.6,20.0,393.57,No
Arunachal Pradesh,2000,105.75,893.1,103385.7,497.16,268.41,47.6,18.9,765.57,Yes
Haryana,2016,234.12,2642.3,64191.3,62.92,66.85,31.9,9.6,129.77,No
Haryana,2025,55.14,816.5,110653.3,486.33,146.38,40.8,12.0,632.71,Yes
Chhattisgarh,2004,216.87,573.8,153553.7,381.15,99.62,1.3,60.0,480.77,No
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Bihar,2014,51.11,2001.9,28911.8,358.74,203.73,19.0,48.5,562.47,No
Mizoram,2025,99.66,1525.6,154720.6,142.28,224.39,27.7,24.1,366.67,No
Himachal Pradesh,2009,242.0,1590.8,74835.5,418.16,83.42,16.5,73.1,501.58,No
Tripura,2001,177.42,1170.7,148590.9,273.95,293.82,18.6,81.4,567.77,No
Punjab,2004,70.87,1101.6,93346.3,130.41,225.23,38.9,9.1,355.64,No
Karnataka,2005,168.27,2397.6,156805.9,77.87,14.48,49.2,36.0,92.35,No
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Odisha,2011,230.37,760.0,11414.5,352.99,279.85,6.4,28.5,632.84,No
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Jharkhand,2022,188.69,812.4,86609.1,306.44,23.26,17.8,20.8,329.7,No
Punjab,2004,9.85,2228.4,170794.0,299.5,238.65,27.5,55.9,538.15,No
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Arunachal Pradesh,2004,215.81,778.2,127483.4,471.7,39.83,46.6,9.8,511.53,Yes
Punjab,2007,59.81,1489.9,68638.6,361.88,174.11,38.1,39.0,535.99,No
Karnataka,2016,81.2,778.9,77310.5,266.18,13.34,22.5,68.9,279.52,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Uttarakhand,2021,30.93,2768.6,120037.5,231.37,26.77,31.9,52.1,258.14,No
Tamil Nadu,2010,69.25,3603.7,32217.9,234.24,204.89,48.8,46.8,439.13,No
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Andhra Pradesh,2021,140.4,1869.4,24986.5,250.97,231.46,27.4,97.9,482.43,No
Maharashtra,2008,26.49,3006.5,100134.2,107.61,123.77,34.3,29.5,231.38,No
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Punjab,2011,164.65,2224.3,183063.8,362.65,232.06,3.9,88.2,594.71,No
Meghalaya,2010,6.77,1671.9,62911.2,143.58,230.74,19.4,20.1,374.32,No
Andhra Pradesh,2001,194.13,3354.0,178273.4,495.41,22.05,49.6,84.1,517.46,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Assam,2007,36.26,645.7,126678.4,481.94,160.46,40.4,20.6,642.4,Yes
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Punjab,2011,164.65,2224.3,183063.8,362.65,232.06,3.9,88.2,594.71,No
Sikkim,2014,225.78,2497.9,14971.8,332.58,251.32,36.0,7.5,583.9,No
Nagaland,2004,140.25,983.1,150743.3,251.87,201.92,41.0,28.2,453.79,Yes
Uttar Pradesh,2005,59.1,3445.2,191490.7,494.75,160.2,17.4,29.0,654.95,No
Telangana,2022,103.15,1554.1,156403.2,480.75,34.63,21.9,34.3,515.38,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Arunachal Pradesh,2000,105.75,893.1,103385.7,497.16,268.41,47.6,18.9,765.57,Yes
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Meghalaya,2011,174.9,2250.4,145629.9,412.48,87.58,45.4,86.8,500.06,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Chhattisgarh,2006,217.37,2629.5,164743.4,196.83,38.99,21.5,72.9,235.82,No
Meghalaya,2007,138.7,2197.3,86399.0,327.52,125.33,46.0,40.1,452.85,No
Bihar,2015,29.62,2542.7,178928.2,255.04,6.23,45.7,74.2,261.27,No
West Bengal,2005,206.96,656.6,134585.1,117.8,198.17,24.0,87.2,315.97,No
Assam,2003,153.09,593.7,150726.0,163.51,109.43,2.6,25.6,272.94,No
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Andhra Pradesh,2002,63.59,1925.3,167481.3,301.22,166.65,48.8,53.7,467.87,No
Rajasthan,2015,43.78,3682.8,95678.5,329.46,179.11,4.3,93.8,508.57,No
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
West Bengal,2018,146.47,2424.6,32609.4,142.07,211.12,15.1,27.6,353.19,No
Nagaland,2004,140.25,983.1,150743.3,251.87,201.92,41.0,28.2,453.79,Yes
Assam,2003,184.29,1422.4,124600.4,425.62,196.25,2.6,41.0,621.87,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Nagaland,2010,205.74,3563.7,26908.0,185.71,43.88,33.5,55.4,229.59,No
West Bengal,2003,33.62,3989.9,108266.0,314.07,283.18,9.5,11.0,597.25,No
Meghalaya,2014,222.05,2647.9,153361.9,185.12,216.4,33.1,41.8,401.52,No
Uttar Pradesh,2000,38.67,1668.5,137669.7,475.03,194.8,16.0,42.9,669.83,No
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
Himachal Pradesh,2024,19.84,2554.3,35998.7,159.57,186.21,27.1,92.2,345.78,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Assam,2025,127.47,763.6,116815.5,103.37,229.65,48.7,19.7,333.02,Yes
Karnataka,2020,43.96,740.4,73807.3,260.09,158.65,4.5,7.1,418.74,No
Himachal Pradesh,2007,187.17,787.8,35019.5,428.37,190.33,33.8,7.8,618.7,Yes
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
Tamil Nadu,2022,94.44,884.2,15433.3,250.3,136.68,37.3,27.3,386.98,Yes
Meghalaya,2009,168.3,1219.2,55574.1,61.43,73.67,10.3,55.2,135.1,No
Uttar Pradesh,2000,193.15,2460.7,59442.9,374.24,224.48,26.0,86.8,598.72,No
Rajasthan,2025,3.19,1631.6,183274.2,200.52,181.09,19.3,40.9,381.61,No
Arunachal Pradesh,2018,200.84,1507.2,147359.1,314.49,153.43,7.3,43.5,467.92,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Madhya Pradesh,2015,121.96,864.1,58248.8,491.0,162.41,41.9,27.1,653.41,Yes
Chhattisgarh,2017,68.48,2401.7,23246.4,101.36,213.08,40.5,75.1,314.44,No
Gujarat,2006,7.72,3067.4,112914.9,119.0,258.85,2.7,57.1,377.85,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Karnataka,2019,114.44,1691.8,14413.7,158.01,64.51,8.3,31.8,222.52,No
Assam,2000,226.81,1073.3,127578.0,24.69,73.92,25.3,89.7,98.61,No
Kerala,2011,26.01,3831.9,152932.2,248.33,28.52,33.6,20.6,276.85,No
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Sikkim,2021,99.81,3674.3,54931.0,253.34,107.34,12.5,31.9,360.68,No
Uttar Pradesh,2019,93.76,1022.1,148629.4,329.14,46.99,14.8,25.2,376.13,No
Kerala,2000,216.48,883.0,126045.4,49.26,296.31,43.3,26.1,345.57,Yes
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Sikkim,2009,70.92,1579.7,190688.6,274.71,43.75,35.0,31.8,318.46,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Bihar,2017,196.32,793.3,6521.5,422.15,1.07,44.1,11.9,423.22,Yes
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Mizoram,2012,36.45,1717.9,106224.4,275.67,218.78,39.1,82.9,494.45,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Chhattisgarh,2002,108.09,3909.1,50877.6,248.52,5.26,19.7,22.7,253.78,No
Chhattisgarh,2016,34.1,627.9,73893.6,24.46,281.05,6.0,85.1,305.51,No
Manipur,2007,9.37,2325.0,145302.0,5.22,82.85,18.4,18.6,88.07,No
Bihar,2017,196.32,793.3,6521.5,422.15,1.07,44.1,11.9,423.22,Yes
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Tamil Nadu,2012,193.11,2889.0,18551.0,18.41,167.4,5.4,83.4,185.81,No
Madhya Pradesh,2003,18.84,1477.4,79832.3,263.94,45.44,33.1,40.4,309.38,No
Arunachal Pradesh,2021,184.61,609.1,193657.7,361.64,39.83,45.2,84.5,401.47,No
Gujarat,2010,209.01,2762.3,46096.4,296.2,20.61,43.6,62.0,316.81,No
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Goa,2004,70.6,3968.4,159948.3,488.28,81.6,2.2,47.2,569.88,No
Nagaland,2008,119.32,1877.0,32550.8,235.45,271.29,33.2,58.4,506.74,No
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Tamil Nadu,2002,235.21,2336.6,197254.4,348.44,281.01,27.3,20.9,629.45,No
Himachal Pradesh,2019,247.63,2223.1,154901.6,45.58,200.57,19.1,36.9,246.15,No
Bihar,2006,181.83,1780.4,176480.7,104.7,25.66,9.2,32.8,130.36,No
West Bengal,2009,177.66,951.1,83430.0,115.84,188.31,39.2,11.2,304.15,Yes
Sikkim,2001,123.49,3106.4,37775.2,22.04,128.84,46.2,13.4,150.88,No
Sikkim,2002,207.83,599.0,85556.7,191.53,258.45,13.9,7.7,449.98,No
Assam,2005,2.63,956.0,159026.3,406.64,294.11,39.6,11.3,700.75,Yes
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Rajasthan,2019,137.31,1572.6,65185.1,496.01,193.57,28.0,85.3,689.58,No
Maharashtra,2007,38.9,2711.2,90841.5,468.55,161.86,40.7,69.4,630.41,No
Tamil Nadu,2010,8.47,2545.3,39469.5,27.41,62.9,38.3,38.2,90.31,No
Karnataka,2003,104.33,2505.3,15926.3,250.65,267.79,35.2,20.2,518.44,No
Punjab,2003,87.25,3826.5,198792.5,475.36,91.92,42.7,79.8,567.28,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Rajasthan,2017,241.75,758.7,25260.7,256.24,260.13,19.2,73.9,516.37,No
Gujarat,2005,99.01,1117.2,29862.6,101.88,60.51,37.9,37.3,162.39,No
Tamil Nadu,2007,125.8,3703.2,142060.2,47.51,169.99,20.9,22.0,217.5,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Nagaland,2017,199.86,3086.4,56512.8,249.04,252.99,17.2,5.3,502.03,No
West Bengal,2009,10.51,2876.3,122445.2,322.19,87.1,36.4,92.8,409.29,No
Gujarat,2001,51.09,3090.5,146999.2,328.55,203.02,35.5,68.5,531.57,No
Goa,2016,16.58,2568.2,195247.5,180.52,46.43,21.4,89.8,226.95,No
Kerala,2008,80.34,3122.1,35941.9,106.47,239.86,17.5,79.8,346.33,No
Jharkhand,2025,138.01,1399.8,26943.9,369.83,205.53,34.1,51.3,575.36,No
Tamil Nadu,2013,159.84,3251.9,78149.1,69.93,93.56,23.2,44.3,163.49,No
Telangana,2019,227.16,2622.8,154566.6,335.82,252.93,41.0,13.4,588.75,No
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
West Bengal,2004,177.44,3917.6,126116.7,402.16,176.16,46.7,85.6,578.32,No
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Odisha,2001,230.25,624.1,63524.7,94.17,248.96,36.6,27.5,343.13,Yes
West Bengal,2009,48.49,2459.7,51507.6,385.51,114.15,29.9,35.6,499.66,No
Jharkhand,2010,72.17,775.0,131631.1,44.72,99.95,27.4,82.3,144.67,No
Rajasthan,2007,126.96,3157.9,10564.4,390.21,151.62,4.6,41.0,541.83,No
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Tripura,2004,42.41,3477.7,97626.0,447.19,110.16,20.1,52.4,557.35,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Jharkhand,2005,231.01,1679.4,134914.8,239.53,37.38,31.3,76.5,276.91,No
Madhya Pradesh,2010,200.69,842.9,192973.2,411.42,104.41,42.0,57.5,515.83,No
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Sikkim,2009,216.36,3987.1,49589.3,423.27,37.52,42.5,22.2,460.79,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
Goa,2024,91.91,1941.6,33375.7,367.47,296.91,21.8,71.8,664.38,No
Madhya Pradesh,2009,60.95,957.0,79678.0,259.11,139.69,43.1,7.6,398.8,Yes
Telangana,2017,137.52,1078.6,34803.4,334.14,16.96,11.3,42.9,351.1,No
Uttar Pradesh,2001,12.57,681.8,18038.9,240.07,132.01,44.3,23.1,372.08,Yes
Tamil Nadu,2021,229.53,3854.4,37070.1,63.06,171.88,29.6,94.6,234.94,No
Bihar,2017,196.32,793.3,6521.5,422.15,1.07,44.1,11.9,423.22,Yes
Arunachal Pradesh,2020,141.43,3881.1,185208.7,90.45,20.49,29.1,38.6,110.94,No
Jharkhand,2004,11.51,1804.1,184340.5,361.9,233.05,24.6,48.5,594.95,No
Andhra Pradesh,2000,44.79,1540.5,117637.5,90.8,291.24,38.8,48.6,382.04,No
Chhattisgarh,2013,26.8,595.1,138669.4,214.89,279.36,49.4,94.2,494.25,No
Haryana,2012,134.44,827.5,148240.1,186.99,252.55,30.5,61.2,439.54,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Nagaland,2002,83.72,1287.9,61875.9,425.29,142.22,8.3,59.6,567.51,No
Meghalaya,2019,77.49,2897.2,34262.7,257.45,236.37,4.3,74.3,493.82,No
Meghalaya,2009,121.15,528.0,169976.0,198.5,174.89,38.9,6.4,373.39,Yes
Haryana,2018,20.63,899.8,188946.2,276.72,120.69,32.3,9.4,397.41,Yes
Tamil Nadu,2021,34.05,922.2,134916.9,214.86,128.18,45.7,29.4,343.04,Yes
Himachal Pradesh,2000,172.23,2715.9,94392.7,349.42,24.38,9.0,69.8,373.8,No
Goa,2006,215.18,3395.5,192666.6,198.82,76.8,32.6,14.6,275.62,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Rajasthan,2025,51.73,3918.8,149772.8,467.94,82.03,46.4,58.9,549.97,No
Tripura,2007,62.94,3714.9,153824.7,494.0,163.19,34.4,95.4,657.19,No
Madhya Pradesh,2015,121.96,864.1,58248.8,491.0,162.41,41.9,27.1,653.41,Yes
Assam,2009,206.08,3835.0,20320.3,436.66,272.59,19.4,31.3,709.25,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Meghalaya,2008,45.47,648.0,55332.4,290.18,125.22,36.6,24.8,415.4,Yes
Arunachal Pradesh,2008,64.02,3343.5,37748.1,107.08,226.43,8.6,13.4,333.51,No
Gujarat,2024,17.11,3170.0,62785.6,483.11,168.24,20.0,32.6,651.35,No
Madhya Pradesh,2020,88.73,1286.1,5504.4,200.59,215.58,22.9,99.8,416.17,No
Bihar,2014,160.05,805.1,23453.1,222.8,185.2,35.7,26.2,408.0,Yes
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Tripura,2000,234.15,2977.4,169642.4,30.89,251.76,43.4,81.5,282.65,No
Chhattisgarh,2006,219.02,667.3,28077.4,246.43,87.46,8.5,93.0,333.89,No
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Assam,2007,36.26,645.7,126678.4,481.94,160.46,40.4,20.6,642.4,Yes
Uttar Pradesh,2016,223.17,3880.2,91362.4,448.31,38.92,16.2,86.7,487.23,No
Odisha,2019,208.13,811.4,120726.8,405.72,113.18,43.9,7.9,518.9,Yes
Tamil Nadu,2024,47.52,2659.9,30731.6,88.26,50.35,22.2,91.8,138.61,No
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Mizoram,2003,50.66,566.9,193488.8,330.91,86.58,36.4,5.1,417.49,Yes
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Madhya Pradesh,2012,60.77,1903.1,14312.1,491.34,135.34,43.4,55.9,626.68,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Goa,2006,170.67,2090.2,15827.4,241.88,287.83,20.3,81.8,529.71,No
Himachal Pradesh,2002,60.34,2407.1,187335.1,317.68,52.04,1.4,19.8,369.72,No
Odisha,2014,85.95,3987.8,12915.6,87.94,31.37,48.1,9.2,119.31,No
Tamil Nadu,2010,93.48,3357.2,165918.6,19.53,187.54,38.9,71.3,207.07,No
Chhattisgarh,2015,148.33,1166.6,194705.8,426.4,196.67,22.9,83.3,623.07,No
Bihar,2011,247.32,2827.0,78820.6,277.46,32.34,2.5,69.4,309.8,No
Rajasthan,2003,243.62,3650.5,3569.0,399.27,201.79,16.6,77.5,601.06,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Arunachal Pradesh,2000,105.75,893.1,103385.7,497.16,268.41,47.6,18.9,765.57,Yes
Punjab,2006,222.09,522.1,76094.1,219.51,97.37,45.3,26.7,316.88,Yes
Gujarat,2025,118.37,551.0,72907.9,117.88,271.53,40.6,17.3,389.41,Yes
Karnataka,2022,115.19,2917.0,129380.9,38.76,159.59,25.9,64.1,198.35,No
Bihar,2017,196.32,793.3,6521.5,422.15,1.07,44.1,11.9,423.22,Yes
Rajasthan,2011,87.08,1532.4,68281.6,406.26,36.94,25.5,51.9,443.2,No
Gujarat,2008,215.93,575.9,118573.9,282.27,98.33,30.2,9.1,380.6,Yes
Uttarakhand,2019,199.2,1069.0,76373.0,375.02,80.9,46.1,70.7,455.92,No
Tamil Nadu,2009,22.43,3834.2,145118.6,486.56,100.56,44.1,98.0,587.12,No
Tamil Nadu,2013,179.34,997.0,51865.1,143.82,240.53,35.0,16.7,384.35,Yes
Karnataka,2013,81.23,3782.8,172570.5,331.9,210.84,22.1,39.8,542.74,No
Karnataka,2004,186.25,893.1,91610.2,130.49,212.97,33.6,25.1,343.46,Yes
Uttarakhand,2021,136.09,3853.5,42864.1,31.59,218.19,42.8,93.8,249.78,No
Jharkhand,2013,47.5,1149.5,1319.6,471.3,128.49,2.4,31.7,599.79,No
Meghalaya,2004,4.36,3006.5,18313.5,136.34,16.2,49.5,50.5,152.54,No
Assam,2013,205.13,733.2,64394.1,387.14,19.1,31.5,24.6,406.24,Yes
Punjab,2024,226.34,3192.0,166124.9,391.65,115.64,34.0,48.3,507.29,No
Chhattisgarh,2018,247.93,1519.6,107681.2,445.65,248.73,14.6,28.3,694.38,No
Tripura,2011,226.4,649.4,72346.2,393.21,282.94,39.8,27.3,676.15,Yes
Telangana,2017,188.87,942.7,39267.3,384.91,98.42,36.0,23.0,483.33,Yes
Sikkim,2014,69.65,3233.5,166899.4,17.03,192.88,26.1,59.7,209.91,No
Assam,2004,130.15,2915.3,100773.1,163.59,228.89,8.6,95.7,392.48,No
Chhattisgarh,2002,94.05,868.2,146354.3,378.86,244.61,38.2,5.1,623.47,Yes
Bihar,2017,196.32,793.3,6521.5,422.15,1.07,44.1,11.9,423.22,Yes
Bihar,2002,217.53,1389.1,121639.9,112.22,93.86,42.3,94.2,206.08,No
Rajasthan,2004,112.24,1049.6,56398.9,184.31,261.64,41.8,85.5,445.95,No
Haryana,2010,154.02,978.5,48719.1,51.36,106.53,24.5,95.9,157.89,No
Manipur,2011,41.21,2670.4,56580.8,422.16,281.87,30.7,30.1,704.03,No
Kerala,2023,20.27,751.5,87356.7,219.28,252.23,37.3,28.5,471.51,Yes
Madhya Pradesh,2015,121.96,864.1,58248.8,491.0,162.41,41.9,27.1,653.41,Yes
Chhattisgarh,2014,127.51,2034.2,98069.8,159.23,181.53,12.5,78.9,340.76,No
Madhya Pradesh,2020,42.34,743.0,80347.1,392.8,283.97,41.9,21.2,676.77,Yes
West Bengal,2014,180.85,1070.7,120135.3,9.48,276.27,27.3,60.7,285.75,No
Madhya Pradesh,2024,168.49,3121.7,41243.5,339.0,94.66,45.2,98.1,433.66,No
Haryana,2019,20.05,630.7,107968.0,415.55,56.32,49.3,10.1,471.87,Yes
Uttarakhand,2008,25.56,774.3,69322.6,78.51,240.6,42.6,9.0,319.11,Yes
Haryana,2014,130.0,3610.1,67129.9,447.24,44.14,45.2,33.3,491.38,No
Nagaland,2001,38.17,921.3,21189.5,422.65,59.07,42.2,7.7,481.72,Yes
Himachal Pradesh,2003,173.79,2454.3,4618.4,337.42,268.54,4.4,10.9,605.96,No
